count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,2,1,1,  io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
3,0,3,0,1,  naw its my old tape new cover  my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
3,0,3,0,1, ol dirty foot ass bitches this was too funny to me
3,0,3,0,1,  thats where i get my yellow flags for being amazing  hell yeah niggy
3,0,3,0,1, dont got time for bitches to be actin iffy
3,0,0,3,2, ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
3,0,2,1,1," these hoes aint loyal  no they aint 

smfh amp wonder why nobody decent wants them"
3,0,3,0,1, bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
3,0,3,0,1, dry pussy bitches always blame it on the condom
3,0,3,0,1, shut yo bitch ass up  
3,0,3,0,1, gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
3,0,3,0,1, you love these hoes more then money wats wrong these niggas
6,0,6,0,1, a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
3,0,3,0,1, easy cum easy hoe thats a fact 
3,0,3,0,1, charlie sheen is too real  major fucking respect for charlie sheen
3,0,3,0,1," wish i had a bae 

you got all the hoes tho"
3,0,3,0,1, fuck twerking bitch can you cook 
3,0,3,0,1,  bitch wtf 
3,1,2,0,1,   shut up zoe fight me pussy for zoe im good man you are good maam move along now
3,0,3,0,1, lmao fucking snake bitches  em
3,0,3,0,1, big booty hoes everywhere sheesh  damn 
3,0,0,3,2, stay tuned to  for an update on the report that  b  will be out  weeks  bum
3,0,0,3,2,  i play soccer cheat on girls and wear khaki coloured cargos haircut  yes lmfao
3,0,3,0,1, oregon chokes every year get off the field trash ass program rft
3,0,3,0,1, def not cowboy lol rt  terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
3,3,0,0,0, lmfaoooo i hate black people  this is why theres black people and niggers
3,0,3,0,1,   how could u do this to me bitch potent
3,0,1,2,2,  a pissed lad past out i would lick his dirty soles while he slept
3,0,1,2,2,  love frat boy w soft long soles
3,0,1,2,2,  sexy lad with hot soles and arches
3,0,3,0,1,  nah fam i gotta cheat with the hoes depends on the female i feel
3,0,0,3,2,   i got hicks lol
3,1,2,0,1, this new twitter is confusing the shit out of me go back to south america bitch
3,0,3,0,1, toto means ass or vaginai think pussy cause toto santi is like nasty pussy
3,0,3,0,1, but what if he actually does choose the ugly bitch over you her ass must be fat
3,0,3,0,1, bitch couldnt kill my vibe if ya tried  dis why i love miley 
3,0,3,0,1, im tired of bitches saying i look mean  nigga you big af wear tight shirts and grim everybody
6,0,0,6,2,  birds your grandkids may never see thanks to climate change   climate
3,0,3,0,1, stay beautiful you bitch
3,0,3,0,1," wutkinda

r purple ceeeleeeman this gurl was jus playin on the stupid hoe  track but in still shitted on sum gurls"
3,0,3,0,1, money getting taller and bitches getting blurry
3,1,2,0,1, i aint never seen a bitch so obsessed with they nigga im obsessed with mine 
3,0,2,1,1, kobe stay talking trash but lets not forget   i meant to do this one smh
3,2,1,0,0," at least im not a nigger 

lmfao"
3,0,3,0,1, people always asking me what im mixed with she a bad asian bitch lol
3,2,1,0,0,  ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
3,0,1,2,2,"  fosters home for imaginary trash whoa chill

that show was everything tf"
6,0,5,1,1, i am lowkey tired if you tired be quiet and go to sleep hoe
3,0,3,0,1,  stop bringing weird niggers into my mentions  
3,0,3,0,1, we dont love these hoes 
3,0,3,0,1, if yo girl cant have homeboys you a ol weak bitch ass nigga
3,0,3,0,1,  i think worst advice i gave you was  dont be a pussy and speed up lol
3,0,3,0,1, quote this tweet with your favorite animalpussy
3,0,3,0,1, i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
3,0,3,0,1," andrewbryant poff has double vision after  beers
poff  double pussy  smh"
3,0,3,0,1," when bitches twerk on the computer

me in ya  in ya damn "
3,0,3,0,1,    prince this is art  nobody takin his bitch
3,0,1,2,2,  of welfaregovernment aid is claimed by white people so yall black slander is trash now
3,0,3,0,1, these bitches dont care they just play that role
6,0,6,0,1," it took a while for you to find me but i was hiding in the lime tree
 dis bitch in da wrong tree bro"
6,3,2,1,0, drakes new shoes that will be released by nikejordan yes theres glitter on the shoes  dudes a fag
3,0,1,2,2,  inna di ghetto you alone lmaoo
3,0,1,2,2,    hoes austin teach us austini teach u how to get curved thats all i know
3,1,2,0,1, bitches cant cook but know how to suck dick  so to the ones that can do both
3,0,3,0,1, fat hoes get chose lol
3,0,3,0,1, hoesaintloyal well theyre hoesno one expects them to be loyal
3,0,3,0,1,   ol bitch ass 
3,1,2,0,1, bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
3,0,3,0,1, just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
3,0,3,0,1,"  holy shit freddie highmore was in charlie and the chocolate factory
me rolls on the floor laughing"
3,1,2,0,1, i dont want to have sex with my gf because i feel like im using her  anonymous whata faggot
3,0,3,0,1,  one of your followers with this    somebody bitch if you dont
3,0,3,0,1, if ya bitch always bitching clearly she care or just an annoying bitch
3,0,3,0,1, these catfish hoes thinkin they slick but niggas catching on 
3,0,3,0,1, cant worry about a bitch that aint worried bout me real
3,0,3,0,1, side hoes are for insecure niggas that cant handle a real one
3,0,3,0,1, rt  lmao this bitch come scooting in the tent like she about to fuck some shit up 
3,0,3,0,1, my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 
3,0,3,0,1, im hungry but ionn wanna spend my money on foodbroke hoe problems 
6,0,6,0,1, dese hoes be lyin to all of us nigga
3,0,3,0,1,  oh yeah fuck that bitch
3,0,1,2,2, eli manning just threw his nflleading th interception of the season lmao trash
3,0,1,2,2, usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team   hes a bitch
3,0,3,0,1, guess what i also have zero time for your mansplaining adios stfu pussy
3,0,1,2,2, chilling   sexy scally lad
3,0,3,0,1, i aint sharing no bitch if you mines you mines 
3,0,3,0,1, money only impress the simple broke bitches
3,0,2,1,1, pisces will never be anybodys bitch they dont let people control or change them rigghhht
3,0,1,2,2,   tuku ho idk blah blah blah 
3,0,1,2,2,   im not mad cuh hahaha suure tuku ho ita 
3,0,3,0,1, these hoes is crazy
3,0,3,0,1, you aint ever gonna be a slice bitch kevin hart 
3,0,3,0,1, oomf so fuckin fine tho  dam  her dont be no bitch
3,1,2,0,1, i wonder if the girl that gave head to  boys for a drink in magaluf has twitter she probly sends nudes for fags
3,0,3,0,1," newsatquestions
yeah bitch yeah bitch call me 
a maybe
b steveo
c later
d jesse pinkman
"
3,0,3,0,1, hickies in between her thighs right by her pussy gtgtgt its only right
3,0,3,0,1, would you still love me when im no longer young and beautiful no ugly monkey ass
3,1,2,0,1,   yall come through the frontbitch i aint coming
3,1,2,0,1,  faggot bitch 
3,0,3,0,1,  yea im on my ipad i dont work this friday lets ball this faggot up i work 
3,0,1,2,2,  this scally lad would get it
3,2,1,0,0, gerryshalloweenparty  halloween was yesterday stupid nigger
3,0,2,1,1, chrus still supahot tho walks up to teacher with test drops test in that bitch fohead 
3,0,3,0,1,  i love eating pussy lol i never get full lol i can eat that shit forever lol and ever
3,0,3,0,1,    no slushes hoes nasty anyway famthem hoes taste like meds
3,0,2,1,1,  no slushes hoes nasty anyway fam
3,1,2,0,1, bobby bitchby  be getting me live as fuck hell yea i play that hoe before my workout
3,0,3,0,1, yo bitch is gucci mane rt   my bitch a stoner  
3,0,3,0,1, i can ride your bitch with no handle bars
3,0,3,0,1, and if you aint a hoe get up out my traphoussseeeee
3,0,0,3,2,  sad tv character deaths were still bitter over   stark was the man
3,0,3,0,1, these harbor bitches are all party bus hoes lol all
3,0,3,0,1,  pussy love it
3,0,3,0,1," ultraviolence video its coming you little bitch mtvhottest lana del rey  

bitchy promo"
3,0,3,0,1," on my way to fuck your bitch 

lmfao kittycopter"
3,0,0,3,2, a smuggler explains how he helped fighters along the jihadi highway 
3,0,3,0,1,  aww their avis look so cute together    do i gotta get ike avi on this bitch 
3,0,3,0,1,  its simple dont be a hoedont worry about being exposed  fight mewhy 
3,0,3,0,1," whys this bitch boosting herself 

her size isnt exactly the most healthy tho"
3,0,3,0,1,  bet not be no bitches   kim bye
3,0,3,0,1, damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco
3,0,3,0,1, im making marack my girlfriend   aye b you pullin hoes just like o taught you
3,1,2,0,1, bruno fag boy you love me
3,0,3,0,1,  i must be a bitch you are  sike naw this why we always beefing 
3,0,0,3,2, down  yankees look to rally in the bottom of the th rallycap
3,0,3,0,1,  dont take advantage of a nice person hoes everyjuan
3,1,2,0,1, happy birthday bitch nigga  thanks pal
3,0,3,0,1, sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
3,0,3,0,1,  cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
3,0,3,0,1,  ewww i said that last sundayas in the last sunday i was there read it again nigs
4,1,3,0,1, i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
3,0,3,0,1, my pussy still fresh lt something stank girls say
4,0,4,0,1, ass slapping is one the greatest things haha  i slapped a girl on the ass  she got mad i aint get pussy for a week
3,0,3,0,1,   yeah texans are so much better you fucking retard i see that youre mad about this
3,1,2,0,1, nd wtf is up with dark bitches with blonde please have several seats hoe looking like blackampmilds out here
4,0,4,0,1, theres a lane some bitches need to stay in  the left n get right the fuck outta our face 
3,0,3,0,1, i hate when boys deny that they have bitches  smh
3,1,2,0,1, ya nigs out there still saying yall dont eat butt with a straight face
3,0,3,0,1, im a boss ass bitch that needs to sit in a corner
3,0,3,0,1, hes a hoe  i cant
3,0,3,0,1, me and paul thinkin bout gettin rentals for da weekend oooh shit bitches betta stay out da streets
6,0,6,0,1, bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 
3,1,2,0,1, why do my friends hate me because you a ratchet hoe
3,1,2,0,1, no love for these fuck niggas hoes
3,0,3,0,1, hot meat  sexy as fuck scally lad i would love to meet him and his trainers
3,0,3,0,1, sniff  perved up scally lad fuck yeah
3,0,3,0,1, these bitches love sosa
4,0,3,1,1,  i legit watched it for about  or  seconds so did i wtf prob cause were retarded smh
3,0,3,0,1, what should i name my cat ideas mr pussy
3,0,2,1,1,  woof woof sexy thug boy scally
3,0,3,0,1,  u see the damn phone ringing  when you married bitches makes demands you havent called me
3,0,3,0,1, tevin is my favorite sophomore i think hes so funny hes really not lmaoo hes a little hoe
3,0,3,0,1,  sex positions   this what u call fucking the soul outta bitch 
3,2,1,0,0,  is bored supposed to be cute you faggot sometimes
3,0,0,3,2, one mans trash  is another mans treasure 
3,0,3,0,1, i dont got no type bad bitches is the only thing i like iongotnotype
3,2,1,0,0,  lassen cc  the coach wants me i feel it youll get more my nig no doubt
3,0,3,0,1," god teeth  gold chain
white bitches  cocaine"
3,1,2,0,1, its me hoe its me hoe shhhhh
3,0,3,0,1, in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe
3,0,3,0,1, im gonna miss that bitch of a bus driverno you wont dont lie
3,0,3,0,1, hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone  on my soul
3,0,1,2,2, ashley young has tried to deny that bird s landed in his mouth gt   hahaha
3,0,3,0,1,  yall both gimped up aint tht a bitch huh lol
3,0,1,2,2,  take me for a ride   woof woof
3,1,2,0,1, oh my god i love victoria mitchell all my bitches love me
3,0,3,0,1, that long distance shit wack i knew the bitch was cheating uh oh
3,0,3,0,1, hes doing it right   no bitches smh
3,0,3,0,1, they ban dat pussy for life amp he gotta pay  millon dollar fine
3,1,2,0,1, roses are red and violets are blue and niggers are black you know thats true 
3,0,0,3,2, sitting on my window sill window open bird tries to fly in smacked it protecttheanimals 
3,0,3,0,1, but a nigga gon be a nigga be a nigga you sound fuckin retarded
3,0,0,3,2, a video an entire media will likely mock  i am such a crybaby
3,0,3,0,1,"   im not even shy stfu kikis mom hi angelique 
angelique smiles dips cracker in soup"
3,0,3,0,1, tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 
3,0,3,0,1," karma is a bitch damn godprotectshisangels 

sips tea"
3,0,3,0,1, fuckin hot gym pussy  fuck yeah
3,0,0,3,2, jihadi patron hajjaj alajmi is arrested at kuwait airport 
3,0,2,1,1, you can call me fireman cause i turn the hoes on
3,0,3,0,1, i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god
3,0,3,0,1, watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that
3,0,3,0,1, and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded
3,0,0,3,2, tweety bird tho 
3,0,3,0,1," my pussy sweet like watermelon 

thotermelon"
3,0,1,2,2, when twitter rappers dm me their trash links 
3,0,3,0,1, loud bitches annoy me
4,0,4,0,1, eventually every bitch turns into that hoe  truuu
3,0,3,0,1,   i swear if oomf try talking to me tomorrow   pussy
3,0,3,0,1, you bitches be pretending to be tf crazy you aint never lied
4,0,3,1,1,  k bye hoe um bye 
3,2,1,0,0, jackies a retard blondeproblems at least i can make a grilled cheese
3,1,2,0,1, ima keep on giving these pussy ass niggas ah reason to hate 
3,0,0,3,2, photo  he is in sole heaven
3,2,1,0,0, stacey dash won   baddest bitch evaaaa
3,0,3,0,1, side bitch sunday  
3,0,3,0,1," facts what baldheaded bitch made this shit  

lmao "
3,0,3,0,1, fuck wit us and then we tweakin hoe shmurda
3,0,0,3,2," we actin like its the th day  
spook"
3,0,3,0,1, ill break that lil bitch neck and wont even feel sorry about it savage
3,0,3,0,1, this is so fucking hot scally sneakersex sockfetish sniff trainersex  love me some kinky scallies
3,1,2,0,1, yall dumb ass niggas be so pressed to have hoes yall weak as fuck as fuck weed over hoes oreos too
3,0,3,0,1, i can turn yo bitch into a eaterrrrrrrrr
3,0,3,0,1, i dont trust dese hoes nikki told st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn
3,0,3,0,1,  aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard
3,0,3,0,1, now u got what u want bitch  enjoy it  now this is a crazy party i would love to attend
3,0,0,3,2," colored contacts in your eyes
blinders on mine
cause i cant see you at all lmao"
3,0,3,0,1, facts  only the dudes with hoes say they dont got hoes 
3,0,3,0,1, im rea start smacking bitches period  bluffin at its best
3,0,3,0,1," lifes a bitch and then you die 
thats why we get high cause you neva know when youre gonna go my sister is perfect "
3,0,3,0,1, one of us is on drugs and its me but youre still wrong   hahahahahahah im a bitch sometimes 
3,1,2,0,1, im feeling pretty fuckin ghetto smh
3,0,0,3,2,     swears im  man easily easily behind austin nip
3,0,3,0,1, this is a true ride or die bitch   what the fuck hahahahah
4,0,0,4,2, hgwells and charlie chaplin  history photography
3,0,3,0,1, all i see is brunos bitch ass on my twitter now wtf brunos all that she sees drake voice
3,0,3,0,1,  im about to cool faggot chill tf is cool nigga
3,0,3,0,1,  im so sure bitch frfr tf
3,0,3,0,1, twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet
3,0,3,0,1, got a couple bitches saying they know me but ima let the money talk for me  and im like wwyd
3,0,3,0,1, grudges are for weirdosand bitches
3,1,0,2,2," i told mariam to but cigarettes for her birthday

you also called me trash rn"
3,0,0,3,2,  brownies tonight what kind
3,0,3,0,1, no text back i dont give a fuck ill text another bitch damn someone is hurt lol
6,1,5,0,1, ummmmmm okay  you got hoes from left to right  do yah thang
3,0,3,0,1, using ymxb to find the slope of that ass
3,0,0,3,2, fit lads nice gear  these scally lads n trainers would get it
3,0,3,0,1, hell yeah bro  fuck yeah sexy scally lad in hot gear
3,0,3,0,1, helping out a mate  i love scally play fuck yeah
3,0,2,1,1, lads being lads  fuck yeah i love scally lad action hot trainers too
3,0,3,0,1, next year bitches is gonna be like you gotta promise you wont expose me 
3,0,3,0,1,  so hot rt  lick it bitch  fuck yeah eat that trainer u dirty fucker
3,0,3,0,1,  yall think celebrity pussy different from the locals  yeah meghan goods is
6,0,2,4,2, i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it  lmaoo
3,0,3,0,1, need these sox  fuck yeah i love a kinky scally lad w rank sox and sneaks
3,1,2,0,1, i dont ever expose females like that thats childish bitch nigga shiiii
3,0,3,0,1,"   yasss

trys new things with bestfriend

bitch who do you love"
3,1,0,2,2, dude remember this wop video   omg where did you find that
3,0,2,1,1, thick raw fuck  damn his man pussy is getting a workout
3,0,0,3,2, rawr rt  my sexy french scally i love him frenchscally  sexy scally woof woof
3,0,3,0,1, nothin in life is free some of you bitches need to write that on ya panties
3,0,3,0,1,  if one of you bitches want some of my burrito u can catch me at potosino huh haha
3,1,2,0,1, niggas whole hoes out here cuz couldnt had said it better
3,0,3,0,1," hardcore way to eat mac and cheese
 boil water 
 snort cheese powder
 drink boiling water 
 fuck bitches"
3,0,3,0,1, yourenotmytype if my fade is perpetually fresher than yours thats a real ass bitch rite there
3,0,3,0,1, annoying bitch that i love  judyanns so pretty
3,0,3,0,1," 

lmao bitch got on some huggies"
