count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,3,0,1,rt  bitches fwu when they wanna  ha na bitch not over here
3,0,3,0,1,since you hoes wanna be childish  
3,1,0,2,2,virtually zero protections for lgbtq persons in alabama not a lot of acceptance either think about queer alabamian kids today
6,0,6,0,1,the world is yours n every bitch in it
3,0,3,0,1,rt  rt   word rt  having zero hoes gtgtgtgt
3,1,0,2,2,rt  jihadi killed brendantevlin in nj w at least  otherspart of terrorist ring  yrs ago  
3,0,0,3,2, dont think anyone is mocking the man ive seen people mock the bespectacle of social media mourning cultural zeitgeist of
3,0,0,3,2, you gotta be like me n the twins just chug it all before everyone
3,1,2,0,1,rt  i dont know a bitch in the world that claim they too busy for a nigga they really fuck with
3,0,3,0,1,i be using these fufu bitches 
3,0,3,0,1,"people calling and complaining to spinellis because of our purge special
lmao pussies louisvillepurge"
3,0,0,3,2,rt  saw a man in a yellow hat at the grand canyon today he was hanging out next to a curious gorge
3,0,3,0,1, no one asked bitch
3,0,3,0,1, bitch im weakkk vic 
3,0,3,0,1,rt  yung berg trying to fuck all these hoes
3,0,2,1,1,i swear these hoes aint got nothing on you  
3,0,3,0,1,rt  no sex bitch i only want the neck bitch 
3,0,3,0,1,rt  hol on bitch  
3,0,3,0,1,bitch freak my shit
3,0,1,2,2,   ha booner has that twitter  ha
3,0,0,3,2,rt  uncle leo find iwatch in trash can 
3,0,3,0,1,lebron bout to cry lil bitch
6,1,2,3,2, i literally just told  to his face how trash he is at the shop in hooping
3,0,3,0,1, she remembers the dick lol and wants it again i recommend you shoot a bitch if she show up she might snap
3,0,3,0,1, nooo ambers supposed to kill me fag
3,0,3,0,1,rt   hell yea i dont know whats wrong w the brothas that love these cave hoes so damn much stopitnow
3,1,0,2,2,when you colored every day is sunday
3,0,3,0,1,dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family
9,1,7,1,1,she a hoe cause your boyfriend want her she scary cause she dont talk shit like yall she ugly cause you dont like her grow up
3,1,2,0,1,i wish everyone i knew wasnt a faggot a try hard or a sketchball
3,0,3,0,1, i knowww righttt i dont even know how to use this shit how i update my status on this hoe
3,0,2,1,1,rt  stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes
3,0,2,1,1,im retarded hungover and all we had were beers a lot of beers
3,0,2,1,1,rt  this bitch don went super saiyan  at walmart 
3,0,3,0,1, yall like sayin money dont buy happiness  but name a niggah sitting in a lambo crying 
3,0,3,0,1, wiz had a warrant like a bitch
3,0,3,0,1,allergies aint bothered me all summer now all of a sudden in the middle of august shit is startin to get real aint that about a bitch
3,0,3,0,1,it aint nuffin to cut that bitch off
3,0,3,0,1, i got  felony i got bitches
3,2,1,0,0, shut up chink
3,2,1,0,0,rt  this faggit bitch tried to say she hoed for hd bearfaced bitch yusa fag
3,0,3,0,1,rt  these hoes too familiar
3,2,1,0,0,jesuschrist was straightgt thats why the faggots killed him period sonofgodgt
3,0,3,0,1,rt  so they both was selling pussy and doing dirt together and they fell out so they putting each other on blast even though the
3,0,3,0,1,son of a bitch
6,2,1,3,2,"rt  go fight against the idf if you progressive trash hate them so much you dont have the guts to do it 
istandwithisr"
6,0,6,0,1,well aint that a bitch
6,0,6,0,1, aint no love  these hoes
3,0,3,0,1,rt  im about my commas bitch period
3,0,3,0,1,lmfaoooooooooooooooooo  if your pussy is good but my mama dont like you guess who gotta gomy mama
3,0,3,0,1, bitch we hot we done took flight 
3,0,0,3,2,rt   parent in phoenix says administrators made her son wear pink fairy wings on first day of high school 
3,1,2,0,1, how bout them cowboys shutup pussy
3,0,3,0,1,rt   my pussy dry   
3,0,3,0,1,rt  ayy fag  you still having your party tonight   
6,0,6,0,1, if you have a different dude every other week you might be a hoe jsno your not dont listen to him ladies dou
6,0,6,0,1,everybody got foreign bitches and foreign cars 
3,0,3,0,1, yes bitch i do realize dat
3,0,0,3,2, blessjesus amos  can two walk together unless they are agreed differentlevels
3,0,3,0,1,rt  rt  i fucked your bitch cause she gave me a boner she went down twice like adrien broner freckbars
3,0,3,0,1,this bitch tweets been on point the few minutes i been on
3,3,0,0,0,   im partial faggothomoboth fairly describes the same sick twisted assholes out there
3,0,0,3,2, atl bvb sws ptv the relapse symphony set it off farewell my love mayday parade fob paramore etc
3,0,3,0,1,rt  when  said fast bitch i call her bizzy busy cause she only bone thugs 
3,0,3,0,1,rt  all bow wow hoes on the stage lol
3,0,3,0,1,yea bitch  how dat shit feel 
3,0,0,3,2,charlie is so adorable 
3,0,2,1,1,  bitch please 
3,0,3,0,1,"so the flash pops is the dawson pops 

i think he mighta actually killed the mom 

cuz gail was a lying cheating bitch"
3,0,3,0,1,this foo came to the club wit his bitch on a leash  
3,0,3,0,1,ion know why this bitch insists on telling me where she be going now idgaf about chu bitch like damn
3,0,3,0,1,rt  school is so pointless im just trying to pass the class and get out this bitch
3,0,3,0,1, thats meant toward my dads gf shes a bitch dude
3,0,3,0,1,unlike some of yall boring ass bitches lol
3,0,3,0,1, right in the pussy
3,0,3,0,1,old lady went to pay and reached all the way over my plate hate eating on bar countertops stupid white bitch
3,0,3,0,1,rt  i make the pussy cringe 
3,2,1,0,0,rt  youre a retard 
3,0,3,0,1,"rt   pepsi and cheerios
smashin on these hoes
got me blue in the taco
bae thinks of me flaco
errybody frontin
jus"
3,0,3,0,1, fuck my throbbing pussy slowly
3,0,2,1,1, haha yuhhh did i hit that hoe or what
3,0,3,0,1,just got done biking with my dyke
3,0,3,0,1, hey jim youll love this 
3,0,3,0,1, yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one mexican in this city full
3,0,0,3,2,rt  girls dont let a guy treat you like a yellow starburst you are a pink starburst
3,0,3,0,1,i wonder where all these bitches i got at 
3,3,0,0,0,rt  why do yall niggas entertain that nicole bitch i dont see how yall can ever take a bitch that posted naked pics serious
3,1,2,0,1,gotta tip for the monogamous niggas yo bitch fuckin anonymous nigga
3,0,3,0,1,lolololol not to be a hoe but that was a nyyce one
3,0,3,0,1, amp if you aint a ho get up out my trap hooouseee
3,0,3,0,1,i got more private tracks than public on my soundcloud i needa finish these joints so i can sick em on yall hoes
3,1,0,2,2,rt  full  set except the last song from southern darkness fest last month whos the ape on guitar 
3,1,2,0,1,rt   if you ask me every bitch gay true dat true dat
3,0,3,0,1, is my big long lost brother i swear i dont know what id do without this wetback
3,0,0,3,2,serious question here how many country songs mention honkey tonks
3,0,0,3,2,just in case the day couldnt get better wifes rav  had a flat and being the redneck i am i put  inch rims on it so there goes x
3,0,3,0,1, you aint ever gonna be a slice bitch kevin hart 
3,0,3,0,1,i can not amp will not fuck with theses dawg ass hoes no more 
3,0,3,0,1,all theses hoes on me  they so phony 
3,0,0,3,2, best asian massage on the park slope top rated spa     
3,0,1,2,2, i dont like it peaceful thats boring i like fighting i come from the ghetto do u remember that its p impossible for me not to
3,0,0,3,2,rt  my score on flappy bird is higher than the broncos score right now
3,0,3,0,1,"mary jane is a dumb bitch
peter has a job saving the city as spiderman and shes bitching about how he hasnt came to her play"
3,2,1,0,0,"still really confused re humplayproblems i think lucricus
is a fag dagger"
3,0,3,0,1, my bitch 
3,0,3,0,1,rt  hot pockets gt hoes
3,0,3,0,1,fuck you bobcostas that football scum woulda stabbed his gf to death and slit his wrists instead of shooting yer a fool
4,0,1,3,2,im gonna be ghetto and color over the stain with a sharpie ctfu
3,0,3,0,1,rt  these old hoes is madddd that  and  slayed they attire basketballwivesla drayamondays mala
3,0,3,0,1, because its retarded lol jk were the same
3,0,1,2,2,lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers
3,0,3,0,1,i think i read the worst interview ever lee castro and one of the  dope bitches neither one of these two belong in media
3,0,1,2,2," baby monkey bathtime 
awwwwe this is soooo adorable"
3,0,0,3,2,rt  charlie sheen will star in a new sitcom as an anger management therapist so whats next casey anthony as the owner of 
3,0,3,0,1,only movie i cant wait to see tansformers  if its a fail im going killer ape shit on michael bay
3,0,3,0,1, im done with bitter bitches its a wrap for that  if you a angry bird theres a app for that 
3,0,0,3,2,rt  oreo cheesecake bars 
6,0,5,1,1,rt  these hoes aint loyal
3,1,2,0,1,oh shit  rt   dallas trash your hairline is trash
3,0,3,0,1,rt  obama a bitch
3,0,3,0,1,rt   if she got the chipotle plug cuff that hoe twitterlessalex 
3,0,3,0,1,why am i being such a bitch today lol
3,2,1,0,0, faggot
3,0,3,0,1,  ali is a hoe for that
3,0,0,3,2,rt  obama i will always do what is necessary to protect the american people and defend against evolving threats to our ho
3,0,3,0,1,not about to play these games with this bitch
3,0,2,1,1, thats what i call it too  lol its beyond ghetto smh but man u needa quit playin and come back
3,1,2,0,1,this nigga magic johnson got a grade a faggot for a son  he had to have done some terrible shit growin up lol
3,1,2,0,1,lmao rt  lmao rt   youll never be vegas you faggot punk bitch
3,0,2,1,1," savages 
day is like coloreds dat wrap day hoes like mummies"
3,0,3,0,1,i got  problems but a bitch aint 
3,1,2,0,1,  not dykes or anything
3,0,1,2,2,rt  heard you was talkin trash like i wouldnt find out 
3,2,1,0,0, the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro
3,0,3,0,1,and im out bout   these hoes be pimping me man 
6,0,6,0,1,smoke sesh niggah what u mean
3,0,3,0,1,rt  joan rivers said i was gay and michelle was a tranny perhaps her death was no accident see clintons and ron brownvin
3,2,1,0,0,  do i literally eat asshole for a living is that what i actually do faggot you seem a little confused
3,0,3,0,1,damn lol  take a picture it last longer than staring like a weird ass bitch
3,0,3,0,1,rt  fuk being on some chill shit  i go  to  hoes real quick 
3,0,2,1,1,omg i will kill you for liking that pic i swear bitch
3,0,3,0,1,the only part of the awards that i liked was the dykes part of the cypher amp the old skool female mcs
3,0,3,0,1,baby i like being on your left side no bitch you cant be there cuz the street on that side and twitter said i aint real if you do
3,0,3,0,1,rt  this shit for the birds  
3,0,3,0,1,rt   tom ford probably fucking all these hoes he probably would be if he wasnt a homosexual
3,0,3,0,1,byeeeee bitch 
3,0,3,0,1,no boats and hoes please thanks  mom
3,0,0,3,2,    tegenwoordig weet je ook al niet wat voor vlees je eetvoor je t weet is t zebra of een aap
3,0,1,2,2,sometimes even i gotta tell these hoes to grow up smh
3,0,3,0,1, better bitch
3,0,3,0,1,rt  nowadays if u have a threesome with these new generation bitches that one hoe gonna go tell everybody she fucked both 
3,0,1,2,2,too much makeup so trash
3,0,3,0,1,you say no to ratchet pussy but juicyj cant bands will make her dance
3,0,1,2,2,but rich is a light skin coon so its expected
3,2,1,0,0,rt  i hate when faggots talk shit on here then block me so i cant respond bitch i will write you a letter with my response an
3,0,3,0,1, umm you sure the hoes i talk to arent ugly
3,0,3,0,1,like god damn you dirty bitch
3,0,3,0,1, bro do you fist bitches with that shit
3,1,2,0,1,you little stupid ass bitch i aint fuckin with you
3,0,3,0,1,"rt  grab her booty in front of niggas that want her

grab her booty in front of bitches that want you"
3,0,3,0,1, you dodge a bullet    all da bitches i cut off pregnant or bound to be thank god 
3,0,0,3,2, my leave out is trash  u sick
3,0,3,0,1,niggas who talk about pussy the most get the least rt     what a shine box glittery pussy
3,2,1,0,0,same reason u look like anthony davis with them eyebrows why the fuck do niggers act so different when girls are arounds
3,0,3,0,1,i thought it was bros over hoes  guess not 
6,0,6,0,1,rt    wussup bitchnun finna take it in
3,0,3,0,1,rt  some of yall bitches cant even grow this on yo damn head 
3,0,0,3,2,rt         i bet shes a new york yankee prog
3,0,3,0,1, up making plays can i have my slut bitch girlfriend u always rap about back yet
3,1,2,0,1,update three arrsted after german gay guy left in critical condition after being fag bashed in belgrade 
3,0,3,0,1,rt  u a  on the ph scale maybe cause you basic hoe
3,0,2,1,1,"rt  johnny cash turned down the gambler guess you could say he didnt know when to ho    never mind
 "
3,0,3,0,1,rt  burnt pussy lips   
3,0,3,0,1,the seamstress gon domob action in this bitch u meaningless to da crew
3,0,3,0,1,rt  im such a bitch im hard to handle im stubborn and i have an attitude sorry to the people who put up with it 
3,1,2,0,1,oh this bitch midy must be crazy 
3,1,2,0,1, aye bitch
3,0,3,0,1,rt  the day i have clear skin will be the day im the happiest cockiest bitch alive
3,0,0,3,2,brownies for my brownie i love this movie 
6,0,6,0,1,all you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
3,0,3,0,1,you thought i was playin when i cut that bitch off
3,0,3,0,1,rt  you can do anything you want in life just dont be a fucking bitch
3,2,1,0,0,   u a regular nig u played out b lol ima b ig famousthese days that counts for somethin
3,0,2,1,1, bitch stop harassing me
3,0,2,1,1, y am i not surprised ugly mike boogie has to buy pussy
3,0,3,0,1, bitch couldnt kill my vibe if ya tried  dis why i love miley 
3,0,3,0,1,karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks
3,2,1,0,0,rt  this nigga is a fuckin faggot 
3,0,0,3,2,  lmaooo just call my phone if you want them birds migos voice
3,0,3,0,1,man i gotta hang out with snoop lion aka nemo hoes
3,1,2,0,1, come over queer
3,0,3,0,1,rt  no bitch ass chick flick will ever be as sad as this movie 
3,0,3,0,1, thats what the little egotistical bitch deserves his head is huge for someone who gets kod when the wind blows
3,0,3,0,1,   i swear if oomf try talking to me tomorrow   pussy
3,0,3,0,1, too bad bitch you in this shit forever 
3,0,3,0,1,it gets me mad when a mexicans go against mexico like wtf support your team bitch
3,0,0,3,2,rt  you up charlie brown
3,0,2,1,1,rt  i hate when people leave their trash in my car
3,0,3,0,1,he pussy whipped without getting the pussy rare   lmao he gotta snap out of it
3,0,2,1,1,rt    if u aint making music for me to sip henny to u a bitch so maco winnin if he from a island no f
3,0,0,3,2, certainlt not the paddies
3,0,3,0,1, lol imma look at a bitch ass if i wanna
3,0,3,0,1,rt  she right rt  you spam rt  if you eating the pussy you might as well eat the ass 
3,0,3,0,1,rt   her when we found her she was so sloppy and i tried to drag her to the car she was fighting back and the bitch was hea
3,0,2,1,1,rt  you called me a pussy tough guy lets see how tegan kisses right bicep and sara kisses left bicep feel about that
3,0,3,0,1, im not a bitch take it back
3,0,3,0,1,im wearin one of walmart jackets around walmart is that ghetto lmao fuck it
3,0,3,0,1, bro like i really enjoy like eating pussy from the back it makes it more nasty i like nasty haha you like eating ass 
3,0,3,0,1,happy birthday nigguh keep your blunts fat and your cups filled  
3,0,3,0,1,rt   new york bitches be like thatnycshit bitchesbelike newyorkgirlsbelike hoodbitches lmfaoo  
3,0,3,0,1,rt  you cant tell a bitch shit when they get a job 
3,0,0,3,2,rt  latest draftexpress mock draft has randle  cauleystein  young  poythress  harrison twins amp dakari johnson a
3,0,3,0,1,i hate when people just randomly stop talking to you like give me a reason bitch
3,0,3,0,1,rt   i got  nuggets this time bitch couldntbehappier
3,0,3,0,1,work right now is bitch
3,0,3,0,1,foreign bad bitch n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa
3,0,3,0,1,these hoes aint loyal 
3,0,0,3,2, likecharlie chanstyle never saw that either hmmmakes me think of the cockneys in the killzone series
3,1,2,0,1,rt  bob marley wrote about peace but all you hoes remember him for is smoking a blunt
3,0,3,0,1,rt  she still a bitch rt  lol so what do you tweet if you lose
3,0,2,1,1,what a hoe
3,0,3,0,1,rt  niggas dat dont get no pussy are usually the ones thirstin these big or ugly bitches givin them more confidence then the
3,0,3,0,1,only tweet me if that pussy got superpowers
3,0,3,0,1,baby moanin  got me zonenn  i want this bitch next me  pussy like ecstasy  
3,0,2,1,1, bitch dont even think about playin wit me
3,0,3,0,1,and my mom was really getting me a car smh hoe f u for dat
3,0,2,1,1,rt  rt if you are nerd trash who likes to set things on fire sometimes
3,0,3,0,1,lol what bitches yea go get the bouncer we were eye ballin your clearly pussy ass
3,0,3,0,1,rt  st time eating pussy i thought i was supposed to literally eat it so i ended up biting her clit really hard we havent 
3,0,2,1,1,can you let me stretch that pussy out or nahhh
6,0,6,0,1,when a real niggah want you
3,1,0,2,2,watch excited isis jihadis getting their yezidi sex slaves on distribution day  
3,0,3,0,1,i tell u this tho ifwhen u nigger women start getting cornrows againmannn just dont do it
3,0,3,0,1, bruh did go out like a bitch thoe lol that should not be his final match
3,2,1,0,0,      ugly gay nigga bitch fucking peace of shit
3,0,3,0,1, im an ole bitch in memphistn and i think u rock also
3,0,0,3,2, i miss you eating as we speak i miss you red bone and that cooking 
3,0,3,0,1,in my  years ive supported more niggas and bitches and they kids and well my gratitude has died
3,0,3,0,1,rt  gameplan  eat the pussy  beat the pussy up  apologize to the pussy by eating it again because its so good
3,0,3,0,1,   sprite hoe
